Regionfilter,Country filter,Employee filter,Industryfilter,IT-Business filter,Product filter,Q_27211,Q_28211,Q_29211,Q_30211,Q_31211,Q_12211,Q_13211,Q_15211,Q_18211,Q_19211,Q_23211,Q_32_1211,Q_33_1211,Q_24211,Q_34211,Q_35211,Q_26211,Q_36211,Q_28_999211,Q_58214,Q_51214,Q_59214,Q_46214,Q_60214,Q_884214,Q_61214,Q_40214,Q_41214,Q_42214,Q_62214,Q_45214,Q_43214,Q_44214,Q_65214,Q_66214,Q_54214,Q_67214,Q_56_999214,Q_101_1215,Q_84215,Q_85215,Q_86215,Q_87215,Q_102_1215,Q_88215,Q_89215,Q_90215,Q_91215,Q_93215,Q_94215,Q_95215,Q_96215,Q_103_1215,Q_104_1215,Q_105_1215,Q_97215,Q_98_999215,Q_101218,Q_112_1219,Q_104223,Q_105221,Q_103217,Q_113_1224,Q_114220,Q_115222,Q_116225,Q_886216,Q_887226,Q_111213,Q_112212,Q_906230,Q_907230,Q_908230,Q_909230,Q_910230,Q_911230,Q_912230,Q_913230,Q_904230,Q_914231,Q_920234,Q_921234,Q_922234,Q_923234,Q_924234,Q_925234,Q_926234,Q_927234,Q_928234,Q_929234,Q_932234,Q_930234,Q_937233,Q_938233,Q_939233,Q_940233,Q_941233,Q_942233,Q_943233,Q_944233,Q_945233,Q_946233,Q_947233,Q_949232,Q_950,Q_951,Q_952,Q_955,Q_956,Q_957,Q_958,Q_959,Q_960,Q_961,Q_346,Q_351,Q70_1201,Q_352,Q_354207,Q_356202,Q70_regions208,Industry_bundlednew203,Q32_GROUP205,Q33_discrete204,Q_3_bundled210,Q33Q32206
Europe,Germany,Did not respond,Utilities,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business intelligence,,Data protection,,,,"Less than $100,000",,,,,,Self-service analytics/BI,,,Cloud for data & analytics,,,,,Creating a data culture,,,,,,,,Modernization of IT operations,,Medium,quoted,not quoted,not quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Germany,Utilities,Line of business employee,Sales,Europe,Utilities,,,,
Europe,Germany,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,New business models,,,,,,,,$1 million or more,,,,,,,Data warehouse modernization,,,Data & analytics platforms,,,,,,,,Acquiring new technology,,,,Modernization of IT operations,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,,,Sales,Europe,,,,,
Europe,Germany,Did not respond,Utilities,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced analytics,,,,,,,"Less than $100,000",Master data/Data quality management,,Empowerment of business users,Data democratization,,Self-service analytics/BI,,,,,,,,,Building competencies,,,,,,,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Germany,Utilities,CEO/board member,Management,Europe,Utilities,,,,
Europe,Germany,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business intelligence,,,,,,"Less than $100,000",,,,,,,Data warehouse modernization,Artificial intelligence,,,,,Defining a data & analytics strategy,,,,,,,,,,,,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,,,Dedicated BI and analytics unit,Europe,,,,,
Europe,Denmark,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New business models,,,,,,,,"$100,000 - $499,999",,,Empowerment of business users,,,,,,,Data & analytics platforms,Data security/data privacy,,,,,,Modernizing data & analytics architectures,Acquiring new technology,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Denmark,,,Management,Europe,,,,,
Asia and Pacific,India,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced analytics,Business intelligence,,,Use of artificial intelligence,,,,,,,,Data governance,,,,Cloud for data & analytics,,,,Defining a data & analytics strategy,,,,,,,,,,,Medium,quoted,not quoted,not quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,India,,,Dedicated BI and analytics unit,Asia and Pacific,,,,,
Europe,Switzerland,Did not respond,Other,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New business models,,Business intelligence,,,,,,"Less than $100,000",,,,,Data governance,Self-service analytics/BI,,,,,,,,,,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,,,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Switzerland,Other,Person responsible for BI from IT department,Finance and controlling,Europe,Other,,,,
Europe,Germany,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New business models,Advanced analytics,Business intelligence,,,,,,"$100,000 - $499,999",,Data-driven culture,,,,,,Artificial intelligence,,Data & analytics platforms,,,,Creating a data culture,Building competencies,,,Acquiring new technology,,,,,,Medium,quoted,not quoted,not quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Germany,,,R&D,Europe,,,,,
Asia and Pacific,Israel,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New business models,Advanced analytics,,,,Use of artificial intelligence,,,"Less than $100,000",,,Empowerment of business users,,Data governance,,,Artificial intelligence,,Data & analytics platforms,,,Defining a data & analytics strategy,,Building competencies,,Modernizing data & analytics architectures,,,,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Israel,,,Management,Asia and Pacific,,,,,
Europe,Italy,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced analytics,Business intelligence,,,,,,$1 million or more,Master data/Data quality management,,,,,Self-service analytics/BI,Data warehouse modernization,,,Data & analytics platforms,,,Defining a data & analytics strategy,Creating a data culture,,,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Italy,,,Sales,Europe,,,,,
Europe,Germany,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New business models,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,quoted,not quoted,not quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Germany,,,Marketing,Europe,,,,,
Rest of the world,South Africa,Did not respond,Other,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,,,,"Less than $100,000",Master data/Data quality management,,,,Data governance,,,,Cloud for data & analytics,Data & analytics platforms,,,,Creating a data culture,Building competencies,,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,South Africa,Other,Business analyst,Finance and controlling,Rest of the world,Other,,,,
Europe,France,Did not respond,Did not respond,IT,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,Advanced analytics,,Regulatory/compliance requirements,,,,,"Less than $100,000",,Data-driven culture,,Data democratization,,,Data warehouse modernization,,,Data & analytics platforms,,,,Creating a data culture,,,Modernizing data & analytics architectures,,,,Developing implementation concepts,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,France,,,IT,Europe,,,,,
Europe,Germany,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,,,,,,,,"Less than $100,000",,,Empowerment of business users,,,,,,,,,,,,,Establishing organization for data & analytics,,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,,,Management,Europe,,,,,
Europe,Netherlands,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced analytics,Business intelligence,Regulatory/compliance requirements,,,,,"Less than $100,000",,,,,,,,,Cloud for data & analytics,,,,Defining a data & analytics strategy,,,,Modernizing data & analytics architectures,Acquiring new technology,,,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Netherlands,,,Management,Europe,,,,,
Europe,Switzerland,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,Advanced analytics,Business intelligence,Regulatory/compliance requirements,Data protection,,,,"$100,000 - $499,999",,,,,Data governance,,Data warehouse modernization,,Cloud for data & analytics,Data & analytics platforms,Data security/data privacy,,,,,,,,,,Developing implementation concepts,Modernization of IT operations,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Switzerland,,,Other,Europe,,,,,
Europe,France,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,Use of artificial intelligence,,,"$100,000 - $499,999",,Data-driven culture,Empowerment of business users,Data democratization,,Self-service analytics/BI,,Artificial intelligence,Cloud for data & analytics,Data & analytics platforms,,,,Creating a data culture,,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,France,,,Marketing,Europe,,,,,
Europe,Switzerland,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,New business models,,,,,Use of artificial intelligence,,,,,Data-driven culture,,,,,,Artificial intelligence,Cloud for data & analytics,,,,,,,Establishing organization for data & analytics,,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Switzerland,,,Sales,Europe,,,,,
Europe,Poland,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,,,Regulatory/compliance requirements,,,,Other,"Less than $100,000",Master data/Data quality management,,,Data democratization,,,,,Cloud for data & analytics,,,,,,,,Modernizing data & analytics architectures,,,,,,Other,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Poland,,,Sales,Europe,,,,,
Europe,United Kingdom,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,New business models,,,,,,,,,,,Empowerment of business users,,,Self-service analytics/BI,,,,,Data security/data privacy,,Defining a data & analytics strategy,,,,Modernizing data & analytics architectures,Acquiring new technology,,,,Modernization of IT operations,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,United Kingdom,,,Sales,Europe,,,,,
Europe,Germany,Did not respond,Manufacturing,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business intelligence,,,,,,"Less than $100,000",,,Empowerment of business users,,,,Data warehouse modernization,,,,,,,,,,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,Manufacturing,Person responsible for BI from IT department,Finance and controlling,Europe,Manufacturing,,,,
Europe,Germany,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,New business models,,,Regulatory/compliance requirements,,,,,"$500,000 - $999,999",Master data/Data quality management,Data-driven culture,Empowerment of business users,,Data governance,,,,,,,,Defining a data & analytics strategy,Creating a data culture,,Establishing organization for data & analytics,,,,,Developing implementation concepts,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,,,Management,Europe,,,,,
South America,Brazil,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,Advanced analytics,Business intelligence,Regulatory/compliance requirements,,,,,"Less than $100,000",,Data-driven culture,Empowerment of business users,Data democratization,,Self-service analytics/BI,Data warehouse modernization,,,Data & analytics platforms,,,,Creating a data culture,Building competencies,,,,,,,Modernization of IT operations,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Brazil,,,Sales,South America,,,,,
South America,Mexico,Did not respond,Public sector and Education,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,,,,"Less than $100,000",,,,Data democratization,,,,,,Data & analytics platforms,,,Defining a data & analytics strategy,,,Establishing organization for data & analytics,,,,Implementing data & analytics projects,,,,Medium,quoted,not quoted,not quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Mexico,Education,Person responsible for departmental BI,Service,South America,Public sector and Education,,,,
Europe,Austria,Did not respond,Manufacturing,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,,,,,,,,"$100,000 - $499,999",,,,Data democratization,Data governance,Self-service analytics/BI,,,,,,,,Creating a data culture,,Establishing organization for data & analytics,,Acquiring new technology,,Implementing data & analytics projects,,Modernization of IT operations,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Austria,Manufacturing,Business analyst,Finance and controlling,Europe,Manufacturing,,,,
Europe,Germany,Did not respond,Services,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New business models,,Business intelligence,,Data protection,,,,"Less than $100,000",Master data/Data quality management,,,,Data governance,,,,,,,,,,Building competencies,Establishing organization for data & analytics,,,,,Developing implementation concepts,Modernization of IT operations,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,Consulting,CEO/board member,Management,Europe,Services,,,,
Europe,United Kingdom,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New business models,Advanced analytics,,,,Use of artificial intelligence,,,"$100,000 - $499,999",,,Empowerment of business users,,,,,Artificial intelligence,Cloud for data & analytics,Data & analytics platforms,,,,,,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,United Kingdom,,,Finance and controlling,Europe,,,,,
North America,United States of America,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,New business models,,,,,,,,,,Data-driven culture,Empowerment of business users,Data democratization,,,Data warehouse modernization,,Cloud for data & analytics,,,,,Creating a data culture,,,,,,,,Modernization of IT operations,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,United States of America,,,Marketing,North America,,,,,
Europe,Spain,Did not respond,Services,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory/compliance requirements,Data protection,,Protection from external effects,,,,Data-driven culture,,Data democratization,,Self-service analytics/BI,,,Cloud for data & analytics,,,,,,,,,Acquiring new technology,,,,Modernization of IT operations,,,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Spain,Consulting,Line of business employee,Operations/production,Europe,Services,,,,
Europe,Netherlands,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,New business models,Advanced analytics,Business intelligence,Regulatory/compliance requirements,,,,,"Less than $100,000",Master data/Data quality management,,,Data democratization,Data governance,Self-service analytics/BI,Data warehouse modernization,,Cloud for data & analytics,,Data security/data privacy,,Defining a data & analytics strategy,,,,Modernizing data & analytics architectures,Acquiring new technology,,Implementing data & analytics projects,,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Netherlands,,,Sales,Europe,,,,,
Europe,Germany,Did not respond,Public sector and Education,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,,,Regulatory/compliance requirements,,Use of artificial intelligence,,,,,Data-driven culture,,,,,,Artificial intelligence,Cloud for data & analytics,,,,,,,,,,,,,,Other,,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,Education,Other,Other,Europe,Public sector and Education,,,,
Europe,Slovenia,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,,,,"Less than $100,000",,,Empowerment of business users,,Data governance,Self-service analytics/BI,Data warehouse modernization,Artificial intelligence,Cloud for data & analytics,,,,Defining a data & analytics strategy,,,,Modernizing data & analytics architectures,,,,,,,Medium,quoted,not quoted,not quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Slovenia,,,Dedicated BI and analytics unit,Europe,,,,,
Europe,Germany,Did not respond,Other,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New business models,,,Regulatory/compliance requirements,Data protection,,,,,Master data/Data quality management,,Empowerment of business users,,,,,,Cloud for data & analytics,,Data security/data privacy,,,Creating a data culture,,,,Acquiring new technology,,,Developing implementation concepts,Modernization of IT operations,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,Process industry,Head of business department,Operations/production,Europe,Other,,,,
Europe,Germany,Did not respond,Manufacturing,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business intelligence,,Data protection,Use of artificial intelligence,,,"Less than $100,000",,,,,Data governance,,Data warehouse modernization,Artificial intelligence,Cloud for data & analytics,Data & analytics platforms,Data security/data privacy,,,Creating a data culture,,,Modernizing data & analytics architectures,Acquiring new technology,,,,Modernization of IT operations,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Germany,Construction,Line of business employee,Human resources,Europe,Manufacturing,,,,
Europe,Germany,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New business models,,,,,,,,"$500,000 - $999,999",,,,,,,,,Cloud for data & analytics,,,,,,,,,,,,,,,,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,,,Other,Europe,,,,,
Europe,Germany,Did not respond,Did not respond,IT,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,,,,,,,Other,,Master data/Data quality management,Data-driven culture,,,,,,,,,,Other,Defining a data & analytics strategy,,,,,,Larger budgets for external service providers,,,Modernization of IT operations,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,,,IT,Europe,,,,,
Europe,Germany,Did not respond,Did not respond,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New business models,,,,,,,Other,,,,,,,,,Artificial intelligence,,,,,,,,,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,,,Sales,Europe,,,,,
Europe,Germany,Did not respond,Services,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New business models,,,,,,,,"Less than $100,000",Master data/Data quality management,,Empowerment of business users,,,,,,,,,,,,,Establishing organization for data & analytics,,,,,,,,Medium,quoted,not quoted,not quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Germany,Consulting,Line of business employee,Logistics,Europe,Services,,,,
Europe,Germany,Did not respond,Manufacturing,Business,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation to a data-driven company,,,Business intelligence,Regulatory/compliance requirements,Data protection,,,,,Master data/Data quality management,,Empowerment of business users,,Data governance,,,,,,,,Defining a data & analytics strategy,,Building competencies,Establishing organization for data & analytics,,Acquiring new technology,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,Manufacturing,Member of cross-functional BI/analytics team,Dedicated BI and analytics unit,Europe,Manufacturing,,,,
